BRINNUMMER;INSTELLINGSNAAM_VESTIGING;VESTIGINGSNUMMER;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL_LEERLINGEN;AANTAL_ZITTENBLIJVERS;AANTAL_AFSTROMERS;AANTAL_OPSTROMERS
19ZU;Gemeentelijk Gymnasium Camphusianum;00;GORINCHEM;0512;GORINCHEM;Zuid-Holland;705;30;14;0
19ZX;Huygens College Heerhugowaard voor vwo havo mavo en vbo;00;HEERHUGOWAARD;0398;HEERHUGOWAARD;Noord-Holland;872;56;26;44
19ZX;Huygens College Heerhugowaard voor vwo havo mavo en vbo;01;HEERHUGOWAARD;0398;HEERHUGOWAARD;Noord-Holland;268;4;1;10
20AA;Murmellius Gymnasium;00;ALKMAAR;0361;ALKMAAR;Noord-Holland;866;91;8;0
20AB;Grotius College voor Lyceum Havo Mavo Vbo Lwoo;00;DELFT;0503;DELFT;Zuid-Holland;1011;71;78;79
20AB;Grotius College Voor Lyceum Havo Mavo Vbo Lwoo;04;DELFT;0503;DELFT;Zuid-Holland;240;6;1;5
20AB;Grotius College voor Lyceum Havo Mavo Vbo Lwoo;05;DELFT;0503;DELFT;Zuid-Holland;15;0;0;0
20AB;Grotius College voor Lyceum Havo Mavo Vbo Lwoo;08;DELFT;0503;DELFT;Zuid-Holland;136;31;0;16
20AD;Rietveld Lyceum Scholengemeenschap voor Gymn Ath Havo Mavo;00;DOETINCHEM;0222;DOETINCHEM;Gelderland;1111;89;32;22
20AE;Willem De Zwijger College voor Ath Havo en Vmbo;01;HARDINXVELD-GIESSENDAM;0523;HARDINXVELD-GIESSENDAM;Zuid-Holland;224;17;20;31
20AE;Willem De Zwijger College voor Gym, Ath, Havo, en Vmbo;00;PAPENDRECHT;0590;PAPENDRECHT;Zuid-Holland;1275;93;86;93
20AI;Coornhert Gymnasium;00;GOUDA;0513;GOUDA;Zuid-Holland;735;28;9;0
20AJ;Stedelijk Gymnasium;00;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;816;59;5;0
20AM;Farelcollege Christelijke Scholengemeenschap voor atheneum havo mavo vmbo;00;RIDDERKERK;0597;RIDDERKERK;Zuid-Holland;1655;90;89;60
20AT;Scholengroep Het Plein voor Ath Gym Havo Mavo Vbo Pro en Lwoo;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1435;111;46;176
20AT;Scholengroep Het Plein voor Ath Gym Havo Mavo Vbo Pro en Lwoo;01;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;382;29;6;12
20AT;Scholengroep Het Plein voor Ath Gym Havo Mavo Vbo Pro en Lwoo;03;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;330;11;6;1
20AT;Scholengroep Het Plein voor Ath Gym Havo Mavo Vbo Pro en Lwoo;04;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;173;1;17;18
20AT;Scholengroep Het Plein voor Ath Gym Havo Mavo Vbo Pro en Lwoo;07;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;185;16;6;1
20BC;Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo;00;ZOETERMEER;0637;ZOETERMEER;Zuid-Holland;1186;74;34;86
20BC;Oranje Nassau College Scholengemeenschap Ath Havo Mavo Vbo Lwoo;01;ZOETERMEER;0637;ZOETERMEER;Zuid-Holland;1110;69;9;13
20BH;IJsselcollege(VWO,HAVO,MAVO,VMBO,PRO);00;CAPELLE AAN DEN IJSSEL;0502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;870;49;40;18
20BH;IJsselcollege(VWO,HAVO,MAVO,VMBO,PRO);03;CAPELLE AAN DEN IJSSEL;0502;CAPELLE AAN DEN IJSSEL;Zuid-Holland;14;4;0;0
20BK;Openbaar Stedelijk College Eindhoven voor Atheneum Havo Mavo Vbo Lwoo;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1612;110;51;47
20BK;Openbaar Stedelijk College Eindhoven voor Atheneum Havo Mavo Vbo Lwoo;01;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;989;110;44;94
20BK;Openbaar Stedelijk College Eindhoven voor Atheneum Havo Mavo Vbo Lwoo;03;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;391;19;0;60
20BQ;Mill Hill College voor mavo, havo en vwo;00;GOIRLE;0785;GOIRLE;Noord-Brabant;1455;105;29;46
20BV;Praedinius Gymnasium;00;GRONINGEN;0014;GRONINGEN;Groningen;888;58;7;0
20CF;Gymnasium Celeanum;00;ZWOLLE;0193;ZWOLLE;Overijssel;492;43;2;0
20CF;Gymnasium Celeanum;01;ZWOLLE;0193;ZWOLLE;Overijssel;268;12;10;0
20CI;Stedelijk Gymnasium Nijmegen;00;NIJMEGEN;0268;NIJMEGEN;Gelderland;1350;111;10;0
20CJ;Het College Vos;00;VLAARDINGEN;0622;VLAARDINGEN;Zuid-Holland;662;187;38;18
20CJ;Het College Vos;10;SCHIEDAM;0606;SCHIEDAM;Zuid-Holland;233;113;0;32
20CJ;Het College Vos;11;VLAARDINGEN;0622;VLAARDINGEN;Zuid-Holland;434;32;8;33
20CJ;Vlaardingse Openbare Scholengemeenschap voor LYC HAVO MAVO VBO LWOO;04;VLAARDINGEN;0622;VLAARDINGEN;Zuid-Holland;373;18;8;10
20CK;Joh van Oldenbarnevelt Gymnasium;00;AMERSFOORT;0307;AMERSFOORT;Utrecht;861;47;11;0
20CL;Leonardo College voor Atheneum Havo Mavo;00;LEIDEN;0546;LEIDEN;Zuid-Holland;853;41;57;57
20CM;Dollard College voor Lyc Havo Mavo Vbo Lwoo;00;WINSCHOTEN;1895;OLDAMBT;Groningen;1075;81;71;21
20CM;Dollard College voor Lyc Havo Mavo Vbo Lwoo;01;OUDE PEKELA;0765;PEKELA;Groningen;224;7;19;15
20CM;Dollard College voor Lyc Havo Mavo Vbo Lwoo;03;BELLINGWOLDE;1950;WESTERWOLDE;Groningen;140;4;2;4
20CM;Dollard College voor Lyc Havo Mavo Vbo Lwoo;07;WOLDENDORP;0010;DELFZIJL;Groningen;322;10;20;19
20CM;Dollard College voor Lyc Havo Mavo Vbo Lwoo;08;WINSCHOTEN;1895;OLDAMBT;Groningen;360;14;18;19
20CM;Dollard College voor Lyc Havo Mavo Vbo Lwoo;09;WINSCHOTEN;1895;OLDAMBT;Groningen;258;4;6;1
20CN;Scholengroep Zaandam;00;ZAANDAM;0479;ZAANSTAD;Noord-Holland;1384;100;71;10
20CN;Scholengroep Zaandam - locatie Compaen VMBO;02;ZAANDAM;0479;ZAANSTAD;Noord-Holland;790;24;4;20
20CP;NEHALENNIA Stedelijke Scholengemeenschap voor LYC HAVO MAVO VBO LWOO;00;MIDDELBURG;0687;MIDDELBURG;Zeeland;984;64;12;38
20CP;NEHALENNIA Stedelijke Scholengemeenschap voor LYC HAVO MAVO VBO LWOO;04;MIDDELBURG;0687;MIDDELBURG;Zeeland;1251;82;68;29
20CQ;Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo;00;RIJSWIJK ZH;0603;RIJSWIJK;Zuid-Holland;1088;96;147;55
20CQ;Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo;01;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;1440;98;65;42
20CQ;Atlas Onderwijsgroep voor gymnasium, atheneum, havo, vmbo;04;RIJSWIJK ZH;0603;RIJSWIJK;Zuid-Holland;370;27;30;14
20CR;Openbare School voor voortgezet onderwijs Zuyderzee Lyceum;00;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;556;70;5;21
20CR;Openbare School voor voortgezet onderwijs Zuyderzee Lyceum;01;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;100;6;5;2
20CR;Openbare School voor voortgezet onderwijs Zuyderzee Lyceum;03;LEMMER;1940;DE FRYSKE MARREN;Friesland;395;14;25;16
20CR;Openbare School voor voortgezet onderwijs Zuyderzee Lyceum;05;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;487;11;56;13
20CR;Openbare School voor voortgezet onderwijs Zuyderzee Lyceum;06;EMMELOORD;0171;NOORDOOSTPOLDER;Flevoland;168;78;0;0
20CR;Openbare School voor voortgezet onderwijs Zuyderzee Lyceum;07;BALK;1940;DE FRYSKE MARREN;Friesland;59;20;0;1
20CS;OSG Hengelo voor LYC HAVO MAVO VBO LWOO;00;HENGELO OV;0164;HENGELO;Overijssel;942;66;26;2
20CS;OSG Hengelo voor LYC HAVO MAVO VBO LWOO;04;HENGELO OV;0164;HENGELO;Overijssel;371;20;6;14
20CS;OSG Hengelo voor LYC HAVO MAVO VBO LWOO;07;HENGELO OV;0164;HENGELO;Overijssel;1603;91;58;99
20DB;Thorbecke Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;00;ZWOLLE;0193;ZWOLLE;Overijssel;1852;92;133;85
20DB;Thorbecke Scholengemeenschap voor Ath Havo Mavo Vbo Lwoo;03;ZWOLLE;0193;ZWOLLE;Overijssel;734;13;28;31
20DC;Stedelyk Gymnasium;00;SCHIEDAM;0606;SCHIEDAM;Zuid-Holland;597;41;8;0
20DD;Gemeentelijk Gymnasium;00;HILVERSUM;0402;HILVERSUM;Noord-Holland;903;30;6;0
20DD;Gemeentelijk Gymnasium;02;HILVERSUM;0402;HILVERSUM;Noord-Holland;196;4;5;0
20DF;Da Vinci College Openbare Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;00;LEIDEN;0546;LEIDEN;Zuid-Holland;1002;75;49;28
20DF;Da Vinci College Openbare Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;01;LEIDEN;0546;LEIDEN;Zuid-Holland;902;41;2;64
20DF;Da Vinci College Openbare Scholengemeenschap voor ATH HAVO MAVO VBO LWOO;09;LEIDEN;0546;LEIDEN;Zuid-Holland;198;35;0;11
20DG;Gymnasium Felisenum;00;VELSEN-ZUID;0453;VELSEN;Noord-Holland;645;42;4;0
20DH;Het Stedelijk, scholengroep voor openbaar Lyceum Havo Mavo Vbo Lwoo;00;ZUTPHEN;0301;ZUTPHEN;Gelderland;656;24;22;37
20DH;Het Stedelijk, scholengroep voor openbaar Lyceum Havo Mavo Vbo Lwoo;06;ZUTPHEN;0301;ZUTPHEN;Gelderland;362;7;2;14
20DH;Het Stedelijk, scholengroep voor openbaar Lyceum Havo Mavo Vbo Lwoo;08;ZUTPHEN;0301;ZUTPHEN;Gelderland;82;0;1;18
20DH;Het Stedelijk, scholengroep voor openbaar Lyceum Havo Mavo Vbo Lwoo;09;ZUTPHEN;0301;ZUTPHEN;Gelderland;107;55;0;2
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;00;LEEUWARDEN;0080;LEEUWARDEN;Friesland;1124;103;60;8
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;01;KOLLUM;1970;NOARDEAST-FRYSLAN;Friesland;177;7;0;20
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;02;LEEUWARDEN;0080;LEEUWARDEN;Friesland;556;59;13;0
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;03;LEEUWARDEN;0080;LEEUWARDEN;Friesland;519;11;17;11
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;04;LEEUWARDEN;0080;LEEUWARDEN;Friesland;405;43;8;14
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;06;LEEUWARDEN;0080;LEEUWARDEN;Friesland;291;23;3;4
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;10;LEEUWARDEN;0080;LEEUWARDEN;Friesland;468;42;10;91
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;11;ST.-ANNAPAROCHIE;1949;WAADHOEKE;Friesland;174;54;10;14
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;12;DOKKUM;1970;NOARDEAST-FRYSLAN;Friesland;251;19;1;27
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;13;LEEUWARDEN;0080;LEEUWARDEN;Friesland;15;9;0;0
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;16;LEEUWARDEN;0080;LEEUWARDEN;Friesland;119;77;0;0
20DL;Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo;21;LEEUWARDEN;0080;LEEUWARDEN;Friesland;68;21;0;1
20DP;Stedelijk Gymnasium;00;LEIDEN;0546;LEIDEN;Zuid-Holland;1122;47;3;0
20EA;Openbaar lyceum De Amersfoortse Berg;00;AMERSFOORT;0307;AMERSFOORT;Utrecht;1168;71;26;199
20EI;Vallei College voor Ath Havo Mavo Vbo Lwoo;00;AMERSFOORT;0307;AMERSFOORT;Utrecht;989;63;59;37
20EI;Vallei College voor Ath Havo Mavo Vbo Lwoo;03;AMERSFOORT;0307;AMERSFOORT;Utrecht;978;75;6;24
20EI;Vallei College voor Ath Havo Mavo Vbo Lwoo locatie MAVO Trivium College;02;AMERSFOORT;0307;AMERSFOORT;Utrecht;172;13;7;2
20EI;Vallei College voor Ath Havo Mavo Vbo Lwoo locatie VMBO Trivium College;01;AMERSFOORT;0307;AMERSFOORT;Utrecht;354;23;0;0
20EK;Openbare Scholengemeenschap Vellesan College Ath Havo Mavo Vbo Lwoo;00;IJMUIDEN;0453;VELSEN;Noord-Holland;510;53;13;18
20EK;Openbare Scholengemeenschap Vellesan College Ath Havo Mavo Vbo Lwoo;07;IJMUIDEN;0453;VELSEN;Noord-Holland;216;24;0;14
20EK;Openbare Scholengemeenschap Vellesan College Ath Havo Mavo Vbo Lwoo;08;IJMUIDEN;0453;VELSEN;Noord-Holland;407;24;1;3
20EK;Vellesan College loc Duin- en Kruidbergmavo;04;DRIEHUIS NH;0453;VELSEN;Noord-Holland;305;18;8;14
20EM;H N Werkman College voor Ath Havo En Mavo;01;GRONINGEN;0014;GRONINGEN;Groningen;4;1;1;0
20EM;H N Werkman College voor Ath Havo En Mavo;03;GRONINGEN;0014;GRONINGEN;Groningen;523;75;16;31
20EM;H N Werkman College voor Ath Havo En Mavo;04;GRONINGEN;0014;GRONINGEN;Groningen;458;28;8;12
20EM;H. N. Werkman College voor Ath Havo en Mavo;00;GRONINGEN;0014;GRONINGEN;Groningen;1464;78;44;15
20EO;Stedelijke Scholengemeenschap Nijmegen;00;NIJMEGEN;0268;NIJMEGEN;Gelderland;1409;90;16;188
20ER;Zernike College voor Ath Havo Mavo Vbo;01;ZUIDLAREN;1730;TYNAARLO;Drenthe;295;16;8;61
20ER;Zernike College voor Ath Havo Mavo Vbo;04;HAREN GN;0014;GRONINGEN;Groningen;1621;171;16;121
20ER;Zernike College voor ATHENEUM HAVO MAVO VBO;00;GRONINGEN;0014;GRONINGEN;Groningen;766;40;34;11
20ER;Zernike College voor ATHENEUM HAVO MAVO VBO;08;GRONINGEN;0014;GRONINGEN;Groningen;249;19;0;6
20ER;Zernike College voor ATHENEUM HAVO MAVO VBO;09;GRONINGEN;0014;GRONINGEN;Groningen;412;40;3;22
20EY;Scholengroep Krommenie;00;KROMMENIE;0479;ZAANSTAD;Noord-Holland;1190;68;70;22
20EY;Scholengroep Krommenie - locatie Trias VMBO;07;KROMMENIE;0479;ZAANSTAD;Noord-Holland;1535;36;2;67
20FC;Saenredam College voor  MAVO VBO LWOO;05;ZAANDAM;0479;ZAANSTAD;Noord-Holland;117;35;0;9
20FC;Saenredam College voor MAVO VBO LWOO;00;ZAANDIJK;0479;ZAANSTAD;Noord-Holland;784;17;1;46
20FR;PENTA college Chr. SGM voor gym ath havo mavo vmbo lwoo, loc. Bahûrim;08;BRIELLE;0501;BRIELLE;Zuid-Holland;346;13;18;39
20FR;PENTA college Chr. SGM voor gym ath havo mavo vmbo lwoo, loc. Godfried Richter;07;ROZENBURG ZH;0599;ROTTERDAM;Zuid-Holland;185;4;33;3
20FR;PENTA college Chr. SGM voor gym ath havo mavo vmbo lwoo, loc. Hoogvliet;04;HOOGVLIET ROTTERDAM;0599;ROTTERDAM;Zuid-Holland;439;4;22;12
20FR;PENTA college Chr. SGM voor gym ath havo mavo vmbo lwoo, loc. Scala Rietvelden;02;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;962;97;58;14
20FR;PENTA college Chr. SGM voor gymnasium atheneum havo mavo vmbo lwoo;00;SPIJKENISSE;1930;NISSEWAARD;Zuid-Holland;664;63;59;0
20GA;Van Maerlantlyceum;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1273;128;35;11
20GD;Campus 013 kath sgm voor vbo en mavo, lwoo, vst. Schakelcollege Tilburg;01;TILBURG;0855;TILBURG;Noord-Brabant;142;5;1;4
20GD;Campus 013, katholieke scholengemeenschap voor vbo en mavo, lwoo;00;TILBURG;0855;TILBURG;Noord-Brabant;736;37;30;16
20GD;Campus 013, katholieke scholengemeenschap voor vbo en mavo, lwoo;02;TILBURG;0855;TILBURG;Noord-Brabant;417;91;0;36
20GS;Don Bosco College Atheneum Havo Vmbo Lwoo;00;VOLENDAM;0385;EDAM-VOLENDAM;Noord-Holland;1642;53;47;36
20IB;Eckartcollege voor Lyc Havo Mavo Vbo Lwoo;00;EINDHOVEN;0772;EINDHOVEN;Noord-Brabant;1649;103;58;70
20IB;Eckartcollege, Nuenens College voor LYc Havo Mavo Vbo Lwoo;03;NUENEN;0820;NUENEN CA;Noord-Brabant;608;32;2;4
20IS;Stella Maris Coll Rk Sgm V Lyc Havo Mavo Vbo;04;VALKENBURG LB;0994;VALKENBURG AAN DE GEUL;Limburg;623;9;32;4
20IS;Stella Maris College voor Lyc Havo Mavo Vbo Lwoo;00;MEERSSEN;0938;MEERSSEN;Limburg;1473;168;74;112
20IS;Stella Maris College voor Lyc Havo Mavo Vbo Lwoo;06;MAASTRICHT;0935;MAASTRICHT;Limburg;5;0;0;1
20JX;OMO Scholengroep Helmond;00;HELMOND;0794;HELMOND;Noord-Brabant;504;21;8;25
20JX;OMO Scholengroep Helmond;02;HELMOND;0794;HELMOND;Noord-Brabant;1477;100;55;41
20JX;OMO Scholengroep Helmond;04;HELMOND;0794;HELMOND;Noord-Brabant;1639;118;71;64
20KA;Scholengemeenschap Groenewald voor Vmbo Havo VWO;00;STEIN LB;0971;STEIN;Limburg;1420;66;29;143
20KQ;Openbare Scholengemeenschap Apeldoorn;00;APELDOORN;0200;APELDOORN;Gelderland;1334;82;40;23
20KQ;Openbare Scholengemeenschap Apeldoorn;04;APELDOORN;0200;APELDOORN;Gelderland;561;27;9;24
20KQ;Openbare Scholengemeenschap Apeldoorn;06;APELDOORN;0200;APELDOORN;Gelderland;71;33;0;0
20KZ;Joh De Wittgymnasium;00;DORDRECHT;0505;DORDRECHT;Zuid-Holland;863;43;7;0
20LA;Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College;00;EMMEN;0114;EMMEN;Drenthe;1027;67;51;14
20LA;Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College;02;KLAZIENAVEEN;0114;EMMEN;Drenthe;463;10;0;6
20LA;Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College;03;EMMEN;0114;EMMEN;Drenthe;502;40;3;34
20LA;Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College;05;EMMEN;0114;EMMEN;Drenthe;257;13;1;2
20LA;Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College;06;OOSTERHESSELEN;0109;COEVORDEN;Drenthe;217;12;1;7
20LA;Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College;07;BORGER;1681;BORGER-ODOORN;Drenthe;199;5;2;2
20LA;Openbare Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo Esdal College;15;EMMEN;0114;EMMEN;Drenthe;310;22;5;0
20LL;Bouwens van der Boije College voor Lyceum Havo Mavo Lwoo Vbo;00;PANNINGEN;1894;PEEL EN MAAS;Limburg;1509;88;40;89
20LO;Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo;00;ASSEN;0106;ASSEN;Drenthe;1745;153;79;163
20LO;Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo;01;NORG;1699;NOORDENVELD;Drenthe;213;13;3;22
20LO;Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo;02;BEILEN;1731;MIDDEN-DRENTHE;Drenthe;261;11;9;47
20LO;Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo;03;GIETEN;1680;AA EN HUNZE;Drenthe;404;19;7;44
20LO;Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo;04;ASSEN;0106;ASSEN;Drenthe;930;22;9;24
20LO;Openbare Scholengemeenschap Dr Nassau College voor Vwo Havo Mavo Vbo Lwoo;08;ASSEN;0106;ASSEN;Drenthe;141;77;0;1
20LU;Gymnasium Haganum;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;828;52;11;0
20MA;Scholengemeenschap het Segbroekcollege Vwo Havo Mavo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;1612;169;45;142
20MA;Scholengemeenschap het Segbroekcollege Vwo Havo Mavo;01;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;646;30;1;88
20MD;Maerlant Lyceum met Afdeling Havo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;1044;59;16;11
20MF;Dalton Den Haag gymnasium atheneum havo;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;991;38;12;20
20MH;Jac P Thijsse College voor Vwo Havo Mavo;00;CASTRICUM;0383;CASTRICUM;Noord-Holland;2151;112;27;327
20MJ;Johan de Witt Scholengr voor Vwo Havo Mavo Vmbo Pro Lwoo loc Maris Belgisch Park;02;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;652;46;18;5
20MJ;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;772;37;11;59
20MJ;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo Nieuwkomers;05;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;286;14;3;8
20MJ;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;12;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;401;89;0;28
20MJ;Johan de Witt Scholengroep voor Vwo Havo Mavo Vmbo Pro Lwoo nieuwkomers;13;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;43;3;0;1
20MJ;Johan de Witt Scholengroep voor VwoHavo Mavo Vmbo Pro Lwoo Nieuwkomers;04;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;49;0;0;0
20MM;Stichting Scholengroep Den Haag Zuid-West;00;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;495;42;13;14
20MM;Stichting Scholengroep Den Haag Zuid-West;01;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;967;45;46;39
20MM;Stichting Scholengroep Den Haag Zuid-West;06;'S-GRAVENHAGE;0518;S GRAVENHAGE;Zuid-Holland;441;15;3;9
20QU;Gymnasium Apeldoorn;00;APELDOORN;0200;APELDOORN;Gelderland;674;43;4;0
20QY;Stedelijk Gymnasium;00;HAARLEM;0392;HAARLEM;Noord-Holland;869;26;4;0
20RC;Gem Schoter Scholengemeenschap voor Atheneum Havo en Mavo;00;HAARLEM;0392;HAARLEM;Noord-Holland;1189;66;29;95
20RF;Coornhertlyc Gem Scholengemeenschap Lyceum Havo Mavo;00;HAARLEM;0392;HAARLEM;Noord-Holland;1803;161;67;94
20RM;Stedelijk Gymnasium Arnhem;00;ARNHEM;0202;ARNHEM;Gelderland;1047;79;9;0
20ST;Sint-Janslyceum School voor Gymnasium Atheneum Havo en Mavo;00;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;1994;196;109;67
20SY;Jeroen Bosch College Scholengemeenschap voor Vwo Havo en Mavo;00;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Noord-Brabant;1045;78;64;12
20TZ;Lorentz Groep;00;ARNHEM;0202;ARNHEM;Gelderland;899;82;41;12
20TZ;Lorentz Groep;04;ELST GLD;1734;OVERBETUWE;Gelderland;320;11;4;4
20TZ;Lorentz Groep;11;ELST GLD;1734;OVERBETUWE;Gelderland;855;48;37;22
20TZ;Lorentz Groep;12;ARNHEM;0202;ARNHEM;Gelderland;151;16;0;10
20TZ;Lorentz Groep vestiging Maarten van Rossem;07;ARNHEM;0202;ARNHEM;Gelderland;466;29;6;6
20WI;Maaslandcollege Scholengemeenschap voor Mavo Havo Vwo;00;OSS;0828;OSS;Noord-Brabant;1781;132;72;78
20ZK;OMO sg Tongerlo voor LYC HAVO MAVO VMBO LWOO PRO;04;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;1233;71;22;5
20ZK;OMO sg Tongerlo voor LYC HAVO VMBO LWOO PRO;00;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;591;24;0;7
20ZK;OMO SG Tongerlo voor LYC HAVO VMBO LWOO PRO;02;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;1150;81;62;21
21AB;Barlaeus Gymnasium;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;818;28;14;0
21AF;Vossius Gymnasium;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;825;45;6;0
21AS;Voorgezet Onderwijs van Amsterdam voor Lyceum Havo Mavo Vbo en Lwoo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;479;58;13;14
21AS;Voortgezet Onderwijs van Amsterdam voor Lyceum Havo Mavo Vbo en Lwoo;03;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;321;26;14;5
21AS;Voortgezet Onderwijs van Amsterdam voor Lyceum Havo Mavo Vbo en Lwoo;07;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;382;24;3;42
21AS;Voortgezet Onderwijs van Amsterdam voor Lyceum Havo Mavo Vbo en Lwoo;08;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;853;50;5;0
21BH;Dalton Scholengemeenschap Spinozalyceum voor Vwo Havo Mavo;00;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;1272;107;23;212
21BH;Spinoza Lyceum;02;AMSTERDAM;0363;AMSTERDAM;Noord-Holland;209;9;1;76
21CS;CITAVERDE College;01;HEGELSOM;1507;HORST AAN DE MAAS;Limburg;472;4;6;33
21CS;CITAVERDE College;02;ROERMOND;0957;ROERMOND;Limburg;452;11;6;40
21CS;CITAVERDE College;03;HEERLEN;0917;HEERLEN;Limburg;614;31;9;49
21CS;CITAVERDE College;05;NEDERWEERT;0946;NEDERWEERT;Limburg;282;9;3;66
21CY;AOC West Brabant, vestiging Prinsentuin Andel vmbo;05;ANDEL;1959;ALTENA;Noord-Brabant;682;14;14;19
21CY;AOC West Brabant, vestiging Prinsentuin Oudenbosch vmbo;03;OUDENBOSCH;1655;HALDERBERGE;Noord-Brabant;431;6;13;8
