BRINNUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM VESTIGING;GEMEENTENUMMER VESTIGING;GEMEENTENAAM VESTIGING;PROVINCIE VESTIGING;TOTAAL LEERLINGEN;AANTAL ZITTENBLIJVERS;AANTAL AFSTROMERS;AANTAL OPSTROMERS;PERCENTAGE ZITTENBLIJVERS;PERCENTAGE AFSTROMERS;PERCENTAGE OPSTROMERS
02TH;0;Herman Jordanlyceum voor Gymnasium Atheneum en Havo Top;ZEIST;355;ZEIST;Utrecht;878;65;5;9;7,4;0,57;1,03
02TZ;0;Rooms Katholieke Scholengemeenschap St Michaelcollege voor Atheneum en Havo;ZAANDAM;479;ZAANSTAD;Noord-Holland;1.332;83;41;13;6,23;3,08;0,98
02UB;0;St Vituscollege Bussum/Naarden;BUSSUM;1942;GOOISE MEREN;Noord-Holland;1.207;70;25;16;5,8;2,07;1,33
02UC;0;Atheneum College Hageveld;HEEMSTEDE;397;HEEMSTEDE;Noord-Holland;1.403;90;16;0;6,41;1,14;0
02UE;0;Scholengemeenschap St Bonifatius College Lyceum Havo;UTRECHT;344;UTRECHT;Utrecht;1.507;90;24;35;5,97;1,59;2,32
02UG;0;Laurens Lyceum voor Vwo en Havo;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;584;77;12;9;13,18;2,05;1,54
02UP;0;Marnix College  Scholengemeenschap voor Gymnasium Atheneum Havo Mavo;EDE GLD;228;EDE;Gelderland;1.036;101;23;8;9,75;2,22;0,77
02UP;1;Marnix College Scholengemeenschap voor Atheneum Havo Mavo;EDE GLD;228;EDE;Gelderland;533;38;30;21;7,13;5,63;3,94
02US;0;Scholengemeenschap Haags Montessori Lyceum voor Lyceum Havo Mavo Vbo;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;907;47;26;148;5,18;2,87;16,32
02UT;0;Vrijzinnig Christelijk Lyceum Scholengemeenschap voor Vwo en Havo;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;786;50;16;19;6,36;2,04;2,42
02UV;0;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;GRONINGEN;14;GRONINGEN;Groningen;781;87;7;4;11,14;0,9;0,51
02UV;2;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;ZUIDHORN;56;ZUIDHORN;Groningen;220;2;11;7;0,91;5;3,18
02UV;3;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;DRACHTEN;90;SMALLINGERLAND;Friesland;304;6;19;14;1,97;6,25;4,61
02UV;4;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;LEEUWARDEN;80;LEEUWARDEN;Friesland;213;0;8;15;0;3,76;7,04
02UV;5;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;ASSEN;106;ASSEN;Drenthe;266;5;12;13;1,88;4,51;4,89
02UV;8;Gereformeerde Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;GRONINGEN;14;GRONINGEN;Groningen;384;5;19;24;1,3;4,95;6,25
02UV;17;Gomarus College;GRONINGEN;14;GRONINGEN;Groningen;577;23;8;27;3,99;1,39;4,68
02UV;18;Gomarus College;GRONINGEN;14;GRONINGEN;Groningen;370;7;24;1;1,89;6,49;0,27
02UX;0;Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo;HARDENBERG;160;HARDENBERG;Overijssel;1.931;88;55;54;4,56;2,85;2,8
02UX;1;Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo;DEDEMSVAART;160;HARDENBERG;Overijssel;580;10;12;46;1,72;2,07;7,93
02UX;6;Vechtdal College Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo;OMMEN;175;OMMEN;Overijssel;1.396;58;37;73;4,15;2,65;5,23
02VA;0;Roelof van Echten College;HOOGEVEEN;118;HOOGEVEEN;Drenthe;1.348;89;61;31;6,6;4,53;2,3
02VA;2;St. Roelof van Echten College voor Christelijk Voortgezet Onderwijs Hoogeveen;HOOGEVEEN;118;HOOGEVEEN;Drenthe;723;19;3;1;2,63;0,41;0,14
02VA;4;St. Roelof van Echten College voor Christelijk Voortgezet Onderwijs Hoogeveen;HOOGEVEEN;118;HOOGEVEEN;Drenthe;13;9;0;0;69,23;0;0
02VB;0;Ichthus College Scholengemeenschap voor Lyceum, Havo, Vmbo, Lwoo;KAMPEN;166;KAMPEN;Overijssel;825;49;27;25;5,94;3,27;3,03
02VB;1;Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;KAMPEN;166;KAMPEN;Overijssel;350;18;18;0;5,14;5,14;0
02VB;2;Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;DRONTEN;303;DRONTEN;Flevoland;1.113;48;54;42;4,31;4,85;3,77
02VB;3;Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;IJSSELMUIDEN;166;KAMPEN;Overijssel;104;0;16;3;0;15,38;2,88
02VB;7;Ichthus College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;KAMPEN;166;KAMPEN;Overijssel;469;0;14;12;0;2,99;2,56
02VC;0;Comenius Christelijke Scholengemeenschap voor Atheneum Havo Vmbo Lwoo Pro;LEEUWARDEN;80;LEEUWARDEN;Friesland;1.525;76;224;89;4,98;14,69;5,84
02VC;2;Comenius Christelijke Scholengemeenschap voor Atheneum Havo Vmbo Lwoo Pro;LEEUWARDEN;80;LEEUWARDEN;Friesland;501;22;7;7;4,39;1,4;1,4
02VC;3;Comenius Christelijke Scholengemeenschap voor Atheneum Havo Vmbo Lwoo Pro;LEEUWARDEN;80;LEEUWARDEN;Friesland;485;12;16;28;2,47;3,3;5,77
02VC;8;Comenius Christelijke Scholengemeenschap voor Atheneum Havo Vmbo Lwoo Pro;ST.-ANNAPAROCHIE;63;HET BILDT;Friesland;66;0;9;4;0;13,64;6,06
02VD;0;Visser t Hooft Lyceum Lyceum Havo Mavo Vbo Lwoo;LEIDEN;546;LEIDEN;Zuid-Holland;1.177;79;29;19;6,71;2,46;1,61
02VD;2;Visser t Hooft Lyceum Lyceum Havo Mavo Vbo Lwoo;LEIDEN;546;LEIDEN;Zuid-Holland;89;10;2;0;11,24;2,25;0
02VD;4;Visser t Hooft Lyceum Lyceum Havo Mavo Vbo Lwoo;LEIDERDORP;547;LEIDERDORP;Zuid-Holland;526;22;23;29;4,18;4,37;5,51
02VD;5;Visser t Hooft Lyceum Lyceum Havo Mavo Vbo Lwoo;RIJNSBURG;537;KATWIJK;Zuid-Holland;330;9;9;24;2,73;2,73;7,27
02VD;7;Visser t Hooft Lyceum Lyceum Havo Mavo Vbo Lwoo;LEIDEN;546;LEIDEN;Zuid-Holland;124;11;3;16;8,87;2,42;12,9
02VE;0;NSG Groenewoud voor Vwo Havo en Mavo;NIJMEGEN;268;NIJMEGEN;Gelderland;1.625;93;31;86;5,72;1,91;5,29
02VG;0;Unie Noord;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;483;49;31;7;10,14;6,42;1,45
02VG;3;Unie Noord- Havo voor Muziek en Dans;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;180;17;5;0;9,44;2,78;0
02VG;4;Unie Noord- locatie Lucia Petrus MAVO;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;310;29;13;19;9,35;4,19;6,13
02VG;5;Unie Noord- locatie Gijsbert Karel van Hogendorp;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;226;7;1;3;3,1;0,44;1,33
02VG;8;Unie Noord- locatie Carr‚ College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;393;15;4;0;3,82;1,02;0
02VG;10;Unie Noord - locatie Carre College Middellande;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;261;132;0;0;50,57;0;0
02VG;11;Unie Noord- locatie Horeca Vakschool Rotterdam;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;236;6;0;3;2,54;0;1,27
02VG;14;Unie Noord- locatie Hildegardis MAVO;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;288;36;1;12;12,5;0,35;4,17
02VG;15;Unie Noord- locatie De Toorop MAVO;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;403;11;7;21;2,73;1,74;5,21
02VG;17;Unie Noord - De Mavo voor Theater;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;121;5;0;7;4,13;0;5,79
02VG;22;Unie Noord - locatie Lyceum Kralingen;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;465;50;12;4;10,75;2,58;0,86
02VG;25;Unie Noord - locatie Vakcollege Hillegersberg;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;183;3;2;0;1,64;1,09;0
02VJ;0;PC en RK SGM Ubbo Emmius SGM v Lyc Havo Mavo Vbo;STADSKANAAL;37;STADSKANAAL;Groningen;688;74;3;9;10,76;0,44;1,31
02VJ;1;PC en RK SGM Ubbo Emmius SGM v Lyc Havo Mavo Vbo;WINSCHOTEN;1895;OLDAMBT;Groningen;477;18;9;13;3,77;1,89;2,73
02VJ;2;PC en RK SGM Ubbo Emmius SGM v Lyc Havo Mavo Vbo;VEENDAM;47;VEENDAM;Groningen;196;4;2;11;2,04;1,02;5,61
02VJ;3;Ubbo Emmius Lyceum Christelijke Scholengemeenschap voor Lyceum Havo Mavo Vbo;STADSKANAAL;37;STADSKANAAL;Groningen;444;8;0;148;1,8;0;33,33
02VJ;6;PC en RK SGM Ubbo Emmius SGM v Lyc Havo Mavo Vbo;ONSTWEDDE;37;STADSKANAAL;Groningen;243;3;5;23;1,23;2,06;9,47
02VJ;7;PC en RK SGM Ubbo Emmius SGM v Lyc Havo Mavo Vbo;STADSKANAAL;37;STADSKANAAL;Groningen;451;15;5;7;3,33;1,11;1,55
02VJ;8;PC en RK SGM Ubbo Emmius SGM v Lyc Havo Mavo Vbo;STADSKANAAL;37;STADSKANAAL;Groningen;592;23;0;15;3,89;0;2,53
02VM;0;Christelijk Lyceum Scholengemeenschap voor Mavo Havo Lyceum;VEENENDAAL;345;VEENENDAAL;Utrecht;2.093;148;46;79;7,07;2,2;3,77
02VN;0;Regionale Scholengemeenschap Het Rhedens voor Lyceum Havo Mavo Vbo;ROZENDAAL;277;ROZENDAAL;Gelderland;949;111;16;9;11,7;1,69;0,95
02VN;1;Regionale Scholengemeenschap Het Rhedens voor Lyceum Havo Mavo Vbo;DIEREN;275;RHEDEN;Gelderland;1.047;36;46;22;3,44;4,39;2,1
02VO;0;Gymnasium Novum;VOORBURG;1916;LEIDSCHENDAM-VOORBURG;Zuid-Holland;724;50;11;0;6,91;1,52;0
02VQ;0;Pascal College  voor Vwo Havo Mavo Vbo Lwoo;ZAANDAM;479;ZAANSTAD;Noord-Holland;933;80;65;1;8,57;6,97;0,11
02VQ;1;Pascal College voorVwo Havo Mavo Vbo Lwoo;ZAANDAM;479;ZAANSTAD;Noord-Holland;675;15;12;20;2,22;1,78;2,96
02VR;0;Stichting voor Christelijk Voortgezet Onderwijs voor Zuidoost-Utrecht;ZEIST;355;ZEIST;Utrecht;1.391;73;28;60;5,25;2,01;4,31
02VR;2;Christelijk Voortgezet Onderwijs Groep Zuidoost Utrecht Lyceum Havo Mavo Vbo;ZEIST;355;ZEIST;Utrecht;331;10;3;8;3,02;0,91;2,42
02VR;4;Christelijk Voortgezet Onderwijs Groep Zuidoost Utrecht Lyceum Havo Mavo Vbo;DOORN;1581;UTRECHTSE HEUVELRUG;Utrecht;1.533;67;24;68;4,37;1,57;4,44
02VR;5;Christelijk Voortgezet Onderwijs Groep Zuidoost Utrecht Lyceum Havo Mavo Vbo;WIJK BIJ DUURSTEDE;352;WIJK BIJ DUURSTEDE;Utrecht;880;17;49;15;1,93;5,57;1,7
02VR;7;Stichting voor Christelijk Voortgezet Onderwijs voor Zuidoost-Utrecht;OVERBERG;1581;UTRECHTSE HEUVELRUG;Utrecht;217;105;0;1;48,39;0;0,46
02VS;0;Baudartius College Chr SGM voor Mavo- Havo- Atheneum- Gymnasium;ZUTPHEN;301;ZUTPHEN;Gelderland;1.687;143;65;32;8,48;3,85;1,9
02VT;0;Agnieten College voor Lyceum Havo Mavo Vbo Lwoo;ZWOLLE;193;ZWOLLE;Overijssel;1.760;103;100;53;5,85;5,68;3,01
02VT;1;Agnieten College Zwartsluis voor Lyceum Havo Mavo Vbo Lwoo;ZWARTSLUIS;1896;ZWARTEWATERLAND;Overijssel;659;17;44;33;2,58;6,68;5,01
02VT;2;Agnieten College locatie Talentstad voor Lyceum Havo Mavo Vbo Lwoo;ZWOLLE;193;ZWOLLE;Overijssel;584;9;10;13;1,54;1,71;2,23
02VT;4;Agnieten College Nieuwleusen voor Lyceum Havo Mavo Vbo Lwoo;NIEUWLEUSEN;148;DALFSEN;Overijssel;201;0;4;15;0;1,99;7,46
02VT;5;Agnieten College locatie Meander voor Lyceum Havo Mavo Vbo Lwoo;ZWOLLE;193;ZWOLLE;Overijssel;1.038;36;52;30;3,47;5,01;2,89
02VT;6;Agnieten College Wezep voor Lyceum Havo Mavo Vbo Lwoo;WEZEP;269;OLDEBROEK;Gelderland;313;8;21;15;2,56;6,71;4,79
02XE;0;School voor Christelijk Mavo De Saad;DAMWALD;1891;DANTUMADIEL;Friesland;413;13;2;13;3,15;0,48;3,15
02XJ;0;Reggesteyn Christelijke Scholengemeenschap voor Pro-Vmbo-Havo-Atheneum-Gymnasiu;NIJVERDAL;163;HELLENDOORN;Overijssel;1.122;66;47;23;5,88;4,19;2,05
02XJ;1;Reggesteijn Christelijke Scholengemeenschap voor Pro-Vmbo-Havo-Atheneum-Gymnasiu;NIJVERDAL;163;HELLENDOORN;Overijssel;550;21;17;16;3,82;3,09;2,91
02XJ;2;Reggesteijn Christelijke Scholengemeenschap voor Pro-Vmbo-Havo-Atheneum-Gymnasiu;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;1.110;35;87;7;3,15;7,84;0,63
02XQ;0;Inspecteur Boelensschool voor Mavo;SCHIERMONNIKOOG;88;SCHIERMONNIKOOG;Friesland;27;0;0;2;0;0;7,41
02XS;0;Altena College Christelijke Scholengemeenschap voor Atheneum Havo en Mavo;SLEEUWIJK;870;WERKENDAM;Noord-Brabant;1.426;54;62;45;3,79;4,35;3,16
02YH;0;Montessori College voor Mavo Aerdenhout;AERDENHOUT;377;BLOEMENDAAL;Noord-Holland;407;9;2;40;2,21;0,49;9,83
02ZC;0;Gymnasium voor het Bernardinuscollege;HEERLEN;917;HEERLEN;Limburg;339;12;2;0;3,54;0,59;0
02ZR;0;Het College voor Lyc Havo Mavo Vbo lwoo;WEERT;988;WEERT;Limburg;1.195;55;40;15;4,6;3,35;1,26
02ZR;2;Het College voor Lyceum Havo Mavo Vbo Lwoo locatie Bravo College;BUDEL;1706;CRANENDONCK;Noord-Brabant;308;3;24;25;0,97;7,79;8,12
02ZR;3;Het College Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo loc. Het Kwadrant;WEERT;988;WEERT;Limburg;99;1;0;5;1,01;0;5,05
03AM;0;Stedelijk Gymnasium;BREDA;758;BREDA;Noord-Brabant;935;47;8;0;5,03;0,86;0
03AQ;0;Open Sgm Bylmer Vath Havo Mavo Lhno Lto Leao;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1.570;60;38;142;3,82;2,42;9,04
03FO;0;CVO 't Gooi  voor Lyc Havo VMBO Lwoo;HILVERSUM;402;HILVERSUM;Noord-Holland;1.496;83;24;96;5,55;1,6;6,42
03FO;1;PC Voortgezet Ond Groep V Lyc Havo Mavo Vbo Lwoo;HILVERSUM;402;HILVERSUM;Noord-Holland;414;14;23;32;3,38;5,56;7,73
03FO;2;PC Voortgezet Ond Groep V Lyc Havo Mavo Vbo Lwoo;HILVERSUM;402;HILVERSUM;Noord-Holland;225;7;0;15;3,11;0;6,67
03FO;4;PC Voortgezet Ond Groep V Lyc Havo Mavo Vbo Lwoo;HILVERSUM;402;HILVERSUM;Noord-Holland;232;20;1;9;8,62;0,43;3,88
03JY;0;Calvijn College voor Reformatorisch Vmbo Havo Vwo;GOES;664;GOES;Zeeland;1.384;37;93;21;2,67;6,72;1,52
03JY;1;Calvijn College voor Reformatorisch Atheneum Havo Mavo Vbo Lwoo;MIDDELBURG;687;MIDDELBURG;Zeeland;401;4;24;6;1;5,99;1,5
03JY;2;Calvijn College voor Reformatorisch Atheneum Havo Mavo Vbo Lwoo;KRABBENDIJKE;703;REIMERSWAAL;Zeeland;407;4;1;0;0,98;0,25;0
03JY;3;Calvijn College voor Reformatorisch Atheneum Havo Mavo Vbo Lwoo;THOLEN;716;THOLEN;Zeeland;325;5;22;8;1,54;6,77;2,46
03JY;6;Calvijn College voor Reformatorisch Vmbo Havo Vwo;KRABBENDIJKE;703;REIMERSWAAL;Zeeland;459;7;27;8;1,53;5,88;1,74
03JY;7;Calvijn College voor Reformatorisch Vmbo Havo Vwo;GOES;664;GOES;Zeeland;112;0;3;3;0;2,68;2,68
03KN;0;Rooms Katholieke SGM Pius X voor Gymnasium Atheneum Havo Mavo Vbo Pro Lwoo;BLADEL;1728;BLADEL;Noord-Brabant;2.029;63;50;31;3,1;2,46;1,53
03OY;0;Niftarlake College Christelijke Scholengemeenschap voor Atheneum Havo Mavo;MAARSSEN;1904;STICHTSE VECHT;Utrecht;1.580;81;27;59;5,13;1,71;3,73
03RB;0;Christelijke Scholengemeenschap voor Atheneum Havo Mavo Vbo Lwoo Prins Maurits;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Zuid-Holland;1.474;31;62;31;2,1;4,21;2,1
03RR;0;Candea College Atheneum Havo Mavo Vbo;DUIVEN;226;DUIVEN;Gelderland;1.042;74;9;30;7,1;0,86;2,88
03RR;4;Candea College Atheneum Havo Mavo Vbo;DUIVEN;226;DUIVEN;Gelderland;931;24;30;108;2,58;3,22;11,6
03RR;7;Candea College Atheneum Havo Mavo Vbo;DUIVEN;226;DUIVEN;Gelderland;222;10;1;1;4,5;0,45;0,45
03RU;0;Herbert Vissers College Christelijke Scholengemeenschap voor Lyceu Havo Mavo Vbo;NIEUW-VENNEP;394;HAARLEMMERMEER;Noord-Holland;1.762;109;52;73;6,19;2,95;4,14
03WO;0;Van Lodensteincollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;AMERSFOORT;307;AMERSFOORT;Utrecht;1.140;36;39;42;3,16;3,42;3,68
03WO;1;Van Lodensteincollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;HOEVELAKEN;267;NIJKERK;Gelderland;797;10;7;5;1,25;0,88;0,63
03WO;2;Van Lodensteincollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;KESTEREN;1740;NEDER-BETUWE;Gelderland;1.140;30;58;22;2,63;5,09;1,93
03WO;3;Van Lodensteincollege Scholengemeenschap voor Lyceum Havo Mavo Vbo Lwoo;BARNEVELD;203;BARNEVELD;Gelderland;843;2;52;79;0,24;6,17;9,37
03XF;0;Mundium College voor vwo, havo, mavo, vbo en lwoo;ROERMOND;957;ROERMOND;Limburg;1.249;103;56;4;8,25;4,48;0,32
03XF;3;Mundium College SGM v LYC HAVO MAVO LWOO locatie Havo Roermond;ROERMOND;957;ROERMOND;Limburg;524;20;13;30;3,82;2,48;5,73
03XF;4;Mundium College SGM v LYC HAVO MAVO LWOO locatie  Niek‚e;ROERMOND;957;ROERMOND;Limburg;516;12;20;44;2,33;3,88;8,53
03XF;5;Mundium College SGM v LYC HAVO MAVO LWOO locatie NT-2;ROERMOND;957;ROERMOND;Limburg;220;81;1;3;36,82;0,45;1,36
03XM;0;Christelijke Scholengemeenschap Dingstede voor Mavo Havo en Atheneum;MEPPEL;119;MEPPEL;Drenthe;1.280;80;52;40;6,25;4,06;3,13
03XS;0;Christelijke Scholengemeenschap Walcheren voor Lyceum Havo Mavo Vbo Lwoo;MIDDELBURG;687;MIDDELBURG;Zeeland;1.177;60;47;40;5,1;3,99;3,4
03XS;3;Christelijke Scholengemeenschap Walcheren voor Lyceum Havo Mavo Vbo Lwoo;VLISSINGEN;718;VLISSINGEN;Zeeland;240;9;24;4;3,75;10;1,67
03XS;7;Christelijke Scholengemeenschap Walcheren voor Lyceum Havo Mavo Vbo Lwoo;MIDDELBURG;687;MIDDELBURG;Zeeland;757;58;33;39;7,66;4,36;5,15
04DF;0;Ashram College Rooms Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;1.895;172;48;192;9,08;2,53;10,13
04DF;1;Ashram College Rooms Katholieke Scholengemeenschap voor Atheneum Havo Mavo Vbo;NIEUWKOOP;569;NIEUWKOOP;Zuid-Holland;404;10;4;21;2,48;0,99;5,2
04DS;0;Gymnasium van de Trevianum Scholengroep;SITTARD;1883;SITTARD-GELEEN;Limburg;487;30;1;0;6,16;0,21;0
04GU;0;Elde College Schijndel voor VWO HAVO VMBO LWOO en PRO;SCHIJNDEL;1948;MEIERIJSTAD;Noord-Brabant;1.991;58;40;49;2,91;2,01;2,46
04GU;3;Elde College Schijndel voor VWO HAVO VMBO LWOO en PRO;SINT-MICHIELSGESTEL;845;SINT-MICHIELSGESTEL;Noord-Brabant;410;14;13;26;3,41;3,17;6,34
04HR;0;Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo;ALMELO;141;ALMELO;Overijssel;1.075;49;74;47;4,56;6,88;4,37
04HR;4;Openbare Scholengemeenschap Erasmus Lyceum Havo Mavo Vbo Lwoo;ALMELO;141;ALMELO;Overijssel;836;114;4;32;13,64;0,48;3,83
04IX;0;Kalsbeek College Christelijke Scholengemeenschap voor Vmbo, Havo, Ath. en Gymn.;WOERDEN;632;WOERDEN;Utrecht;1.636;109;50;27;6,66;3,06;1,65
04IX;1;Kalsbeek College Christelijke Scholengemeenschap voor Vmbo, Havo, Ath. en Gymn.;WOERDEN;632;WOERDEN;Utrecht;1.398;25;1;43;1,79;0,07;3,08
04OY;0;Carmel College Salland Katholieke Scholengemeenschap;RAALTE;177;RAALTE;Overijssel;1.284;30;37;30;2,34;2,88;2,34
04OY;2;Carmel College Salland Katholieke Scholengemeenschap;RAALTE;177;RAALTE;Overijssel;1.542;83;74;76;5,38;4,8;4,93
04SU;0;Voortgezet Onderwijs Veghel;VEGHEL;1948;MEIERIJSTAD;Noord-Brabant;1.530;99;51;34;6,47;3,33;2,22
04SU;2;"Voortgezet Onderwijs Veghel; Fioretti College";VEGHEL;1948;MEIERIJSTAD;Noord-Brabant;1.393;39;31;45;2,8;2,23;3,23
04XU;0;Baanderherencollege Vmbo;BOXTEL;757;BOXTEL;Noord-Brabant;675;9;13;17;1,33;1,93;2,52
04YE;0;Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo;DRACHTEN;90;SMALLINGERLAND;Friesland;1.106;31;38;104;2,8;3,44;9,4
04YE;1;Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo;BURGUM;737;TYTSJERKSTERADIEL;Friesland;358;12;25;38;3,35;6,98;10,61
04YE;2;Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo;SURHUISTERVEEN;59;ACHTKARSPELEN;Friesland;519;2;13;13;0,39;2,5;2,5
04YE;3;Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo;DRACHTEN;90;SMALLINGERLAND;Friesland;1.365;79;46;21;5,79;3,37;1,54
04YE;8;Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo;DRACHTEN;90;SMALLINGERLAND;Friesland;227;87;0;1;38,33;0;0,44
04YE;11;Openbare Scholengemeenschap Singelland voor Lyceum Havo Mavo Vbo Lwoo;BURGUM;737;TYTSJERKSTERADIEL;Friesland;60;9;0;0;15;0;0
04YX;0;Munnikenheide College voor MAVO VBO LWOO;ETTEN-LEUR;777;ETTEN-LEUR;Noord-Brabant;730;20;16;37;2,74;2,19;5,07
04YX;2;Munnikenheide College voor MAVO VBO LWOO;RUCPHEN;840;RUCPHEN;Noord-Brabant;367;10;11;15;2,72;3;4,09
05AC;0;Vakcollege Sevenwolden;HEERENVEEN;74;HEERENVEEN;Friesland;422;12;6;15;2,84;1,42;3,55
05AV;0;Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo met Lwoo, Pro;OLDENZAAL;173;OLDENZAAL;Overijssel;1.373;36;6;102;2,62;0,44;7,43
05AV;1;Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo met Lwoo, Pro;OLDENZAAL;173;OLDENZAAL;Overijssel;1.357;70;26;22;5,16;1,92;1,62
05AV;2;Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo met Lwoo, Pro;OLDENZAAL;173;OLDENZAAL;Overijssel;1.403;84;39;21;5,99;2,78;1,5
05AV;3;Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo met Lwoo, Pro;LOSSER;168;LOSSER;Overijssel;676;15;23;30;2,22;3,4;4,44
05AV;4;Twents Carmel College voor Gymnasium, Atheneum, Havo, Vmbo met Lwoo, Pro;DENEKAMP;1774;DINKELLAND;Overijssel;341;2;22;7;0,59;6,45;2,05
05AX;0;Scholengemeenschap De Overlaat Mavo Vbo Lwoo;WAALWIJK;867;WAALWIJK;Noord-Brabant;1.052;17;16;69;1,62;1,52;6,56
05EA;0;Scheepvaart en Transport College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;827;55;141;12;6,65;17,05;1,45
05FB;0;Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo;HAAKSBERGEN;158;HAAKSBERGEN;Overijssel;1.101;94;41;6;8,54;3,72;0,54
05FB;1;Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo;EIBERGEN;1859;BERKELLAND;Gelderland;351;0;14;3;0;3,99;0,85
05FB;2;Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo;NEEDE;1859;BERKELLAND;Gelderland;228;1;20;0;0,44;8,77;0
05FB;6;Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo;EIBERGEN;1859;BERKELLAND;Gelderland;503;6;2;7;1,19;0,4;1,39
05FB;7;Het Assink lyceum voor Lyceum Havo Mavo Vbo Lwoo;HAAKSBERGEN;158;HAAKSBERGEN;Overijssel;543;11;0;17;2,03;0;3,13
05FE;0;Rooms Katholieke Scholengemeenschap Thamen voor Mavo Vbo Lwoo;UITHOORN;451;UITHOORN;Noord-Holland;868;21;13;77;2,42;1,5;8,87
05FF;0;Olympuscollege PC RK SGM voor Lyceum Havo Mavo;ARNHEM;202;ARNHEM;Gelderland;1.323;261;52;91;19,73;3,93;6,88
05FJ;0;Emmacollege voor Havo Mavo Vbo Lwoo;HEERLEN;917;HEERLEN;Limburg;431;14;2;1;3,25;0,46;0,23
05FJ;1;Emmacollege voor Havo Mavo Vbo Lwoo locatie Broekland;HOENSBROEK;917;HEERLEN;Limburg;511;16;0;33;3,13;0;6,46
05FJ;10;Emmacollege voor havo mavo Vbo Lwoo;HEERLEN;917;HEERLEN;Limburg;492;80;0;2;16,26;0;0,41
05OH;0;Ostrea Lyceum voor Lyceum Havo Mavo Vbo Lwoo;GOES;664;GOES;Zeeland;557;35;28;0;6,28;5,03;0
05OH;3;Ostrea Lyceum voor Lyceum Havo Mavo Vbo Lwoo;GOES;664;GOES;Zeeland;1.232;121;54;139;9,82;4,38;11,28
05OH;7;Ostrea Lyceum voor Lyceum Havo Mavo Vbo Lwoo;GOES;664;GOES;Zeeland;499;20;9;21;4,01;1,8;4,21
